"","X.1","X","Address","Zip","Rent","Beds","Ba","Area","Bldg","Type","Laundry","Heating","Cooling","Pets","Parking","test"
"466",466,466,"615 Minna St APT B",94103,3500,2,1,650,"Apt","Multi Family",NA,NA,NA,"Yes",NA,0
"467",467,467,"615 Greenwich St",94133,3900,1,1,NA,"Apt","Apartment","In Unit",NA,NA,"Yes",NA,1
"468",468,468,"615 15th Ave # B",94118,2000,7,1,NA,"Apt","Apartment",NA,NA,NA,"No",NA,1
"469",469,469,"614 4th Ave # A",94118,2600,1,1,500,"Apt","Apartment",NA,NA,NA,"Yes","Both",0
"470",470,470,"605 Washington St",94111,3050,1,1,983,"Apt","Apartment",NA,NA,NA,"Yes","Both",0
"471",471,471,"601 Burnett Ave APT 6",94131,3095,1,1,500,"Apt","Multi Family",NA,NA,NA,"Yes",NA,0
"472",472,472,"6 Mint Plz APT 303A",94103,5000,2,1,712,"Apt","Apartment",NA,NA,NA,"No",NA,1
"473",473,473,"5900 3rd St UNIT 2308",94124,3490,2,2,1016,"Apt","Multi Family","In Unit",NA,NA,"Yes","Garage",1
"474",474,474,"571 Minna St",94103,3795,2,2,NA,"Apt","Apartment","Shared",NA,NA,"Yes",NA,0
"475",475,475,"562 Belvedere St APT 4",94117,3795,2,1,850,"Apt","Multi Family","Shared",NA,NA,"Yes","Both",0
"476",476,476,"560 26th Ave",94121,3100,2,1,NA,"Apt","Apartment",NA,"Forced air",NA,"Yes","Both",0
"477",477,477,"549 Lombard St",94133,4950,2,1,1180,"Apt","Apartment",NA,NA,NA,"Yes","Both",1
"478",478,478,"530 Grove St APT 3",94102,2500,7,1,NA,"Apt","Apartment",NA,NA,NA,"Yes","Both",0
"479",479,479,"527 3rd St APT 301",94107,2250,1,1,350,"Apt","Apartment","Shared",NA,NA,"Yes","Both",0
"480",480,480,"525 7th Ave",94118,5800,4,2,2125,"Apt","Apartment",NA,"Forced air",NA,"Yes",NA,0
"481",481,481,"521 Dolores St",94110,7500,3,2,1750,"Apt","Apartment","In Unit",NA,NA,"Yes","Garage",1
"482",482,482,"52 Rausch St APT 103",94103,3346,1,1.5,756,"Apt","Multi Family",NA,NA,NA,"No",NA,1
"483",483,483,"52 Edith St",94133,3595,2,1,600,"Apt","Apartment",NA,NA,NA,"No",NA,1
"484",484,484,"509 Sanchez St",94114,4250,2,1,NA,"Apt","Apartment","In Unit","Forced air",NA,"Yes",NA,0
"485",485,485,"508 Octavia St APT 9",94102,2795,1,1,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,1
"486",486,486,"500A 19th Ave",94121,3000,2,1,NA,"Apt","Apartment",NA,NA,NA,"Yes","Garage",1
"487",487,487,"5 Alma St APT 3",94117,3750,1,1,962,"Apt","Multi Family",NA,NA,NA,"Yes",NA,0
"488",488,488,"499 Marina Blvd APT 104",94123,4000,1,1,1200,"Apt","Multi Family",NA,NA,NA,"Yes","18",1
"489",489,489,"497 Monterey Blvd",94127,3200,2,1,2532,"Apt","Apartment","In Unit","Forced air",NA,"Yes","Both",1
"490",490,490,"495 Francisco St # D",94133,2900,1,1,700,"Apt","Apartment",NA,NA,NA,"Yes","Both",0
"491",491,491,"480 Mission Bay Blvd N UNIT 512",94158,5100,2,2,1226,"Apt","Apartment","In Unit","Forced air","Central","No","Garage",1
"492",492,492,"476 25th Ave",94121,3450,2,1,1000,"Apt","Apartment","In Unit",NA,NA,"Yes","Both",1
"493",493,493,"4740 Balboa St APT 210",94121,2495,1,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes","Both",1
"494",494,494,"473 Elizabeth St APT 1",94114,3995,2,1,875,"Apt","Apartment","In Unit","Forced air",NA,"Yes","Both",0
"495",495,495,"469 Clementina St",94103,3195,1,1,700,"Apt","Apartment","Shared","Forced air","Central","Yes","Garage",0
"496",496,496,"467 8th Ave APT 1",94118,2825,1,1,750,"Apt","Multi Family","Shared",NA,NA,"Yes",NA,0
"497",497,497,"463 Central Ave",94117,4500,3,1,NA,"Apt","Apartment",NA,"Forced air",NA,"Yes","Both",1
"498",498,498,"458 Sanchez St # B",94114,3670,1,1,625,"Apt","Apartment","Shared","Forced air",NA,"Yes","Garage",1
"499",499,499,"455 Burnett Ave",94131,2800,1,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes","Garage",1
"500",500,500,"455 14th St # 3RD",94103,6495,3,2,NA,"Apt","Apartment","In Unit",NA,NA,"Yes",NA,1
"501",501,501,"453 Union St # 453A",94133,2800,1,1,600,"Apt","Apartment",NA,NA,NA,"Yes",NA,0
"502",502,502,"451A 26th Ave",94121,5000,4,2,NA,"Apt","Multi Family",NA,NA,NA,"Yes",NA,0
"503",503,503,"437 Spruce St",94118,4195,2,1.5,1000,"Apt","Apartment","Shared","Forced air",NA,"Yes","Both",0
"504",504,504,"435 Euclid Ave",94118,2950,1,1,NA,"Apt","Apartment",NA,"Forced air",NA,"Yes","Both",0
"505",505,505,"435 China Basin St",94158,4800,2,2,1170,"Apt","Multi Family","In Unit","Forced air","Other","No","Garage",0
"506",506,506,"435 China Basin St UNIT 428",94158,4800,2,2,1185,"Apt","Multi Family",NA,NA,NA,"No",NA,0
"507",507,507,"431 Capistrano Ave",94112,2300,2,1,NA,"Apt","Apartment","Shared","Forced air",NA,"Yes","Both",0
"508",508,508,"43 Lobos St",94112,2700,2,1,900,"Apt","Apartment",NA,NA,"Central","Yes","Both",1
"509",509,509,"429 Corbett Avenue # FL 3RD",94114,3770,2,1,980,"Apt","Apartment","Shared","Forced air",NA,"Yes","Both",0
"510",510,510,"425 Marina Blvd",94123,20000,4,4,4610,"Apt","Multi Family","In Unit","Forced air","Central","No",NA,0
"511",511,511,"423 Waller Street 9 423 Waller St # 9",94117,3500,2,1,NA,"Apt","Multi Family",NA,NA,NA,"No",NA,0
"512",512,512,"4220 Cesar Chavez St APT 105",94131,3795,2,2,NA,"Apt","Multi Family",NA,NA,NA,"Yes",NA,0
"513",513,513,"42 Terra Vista Ave APT 3",94115,4000,1,1,880,"Apt","Multi Family","In Unit",NA,NA,"No","Both",1
"514",514,514,"42 Castro St APT 6",94114,2675,7,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes",NA,0
"515",515,515,"419 Fulton St APT G",94102,4295,2,1,940,"Apt","Multi Family",NA,NA,NA,"Yes",NA,0
"516",516,516,"4156 25th St",94114,5350,3,1,3540,"Apt","Apartment","In Unit","Forced air",NA,"Yes","Both",0
"517",517,517,"4126 17th St",94114,9000,3,3.5,2100,"Apt","Multi Family","In Unit",NA,NA,"No","Garage",1
"518",518,518,"41 Cervantes Blvd",94123,8950,3,2,1750,"Apt","Apartment","In Unit","Forced air",NA,"Yes",NA,0
"519",519,519,"403 Main St APT 504N",94105,3150,1,1,483,"Apt","Multi Family","In Unit","Forced air","Central","Yes",NA,0
"520",520,520,"401 Duncan St",94131,3595,2,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes",NA,1
"521",521,521,"400 Monterey Blvd APT 1",94127,3350,2,NA,NA,"Apt","Multi Family",NA,NA,NA,"Yes","Both",1
"522",522,522,"3rd AveIncomplete address or missing price?Sometimes listing partners send Zillow listings that do not include a full address or price.To get more details on this property",94118,2750,1,1,NA,"Apt","Multi Family","Shared","Wall","None","Yes","Both",1
"523",523,523,"388 Potrero Ave # 306",94103,3850,1,1,NA,"Apt","Multi Family",NA,NA,NA,"No",NA,0
"524",524,524,"388 Beale",94105,4184,1,1,808,"Apt","Apartment","In Unit",NA,NA,"Yes","Garage",0
"525",525,525,"388 Beale",94105,5897,2,2,1224,"Apt","Apartment","In Unit",NA,NA,"Yes","Garage",1
"526",526,526,"3825 Scott St APT 203",94123,3695,1,1,865,"Apt","Multi Family",NA,NA,NA,"Yes",NA,1
"527",527,527,"3789 Fillmore St",94123,3500,1,1,1100,"Apt","Apartment","Shared","Forced air",NA,"Yes","Both",0
"528",528,528,"375 27th Ave APT 2",94121,3100,2,1,1000,"Apt","Apartment","Shared",NA,NA,"Yes","Garage",0
"529",529,529,"3726 Broderick St APT 2",94123,3400,1,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes","Garage",1
"530",530,530,"3711 Fillmore St APT 304",94123,3800,2,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes","15",0
"531",531,531,"37 States St APT 8",94114,2495,7,1,NA,"Apt","Multi Family",NA,NA,NA,"No",NA,0
"532",532,532,"3673-3675 19th Street 3673a 19th St",94110,3800,2,1,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,0
"533",533,533,"366 22nd Ave # A1",94121,2395,1,1,NA,"Apt","Apartment","Shared","Forced air",NA,"Yes","Both",0
"534",534,534,"36 Sheridan St",94103,5700,3,2,1600,"Apt","Apartment","In Unit",NA,NA,"Yes",NA,1
"535",535,535,"358 12th Ave",94118,3800,3,1,1300,"Apt","Apartment","Shared","Forced air",NA,"Yes","Both",0
"536",536,536,"356 12th Ave APT 6",94118,2900,2,1,NA,"Apt","Multi Family","Shared",NA,NA,"Yes","Garage",0
"537",537,537,"3550 23rd St APT 6",94110,4195,2,1,NA,"Apt","Apartment",NA,NA,NA,"Yes","Both",0
"538",538,538,"3546 21st St",94114,2300,7,1,500,"Apt","Apartment","Shared",NA,NA,"Yes",NA,1
"539",539,539,"3543 23rd St # B",94110,3095,1,1,NA,"Apt","Multi Family","Shared",NA,NA,"Yes","Both",0
"540",540,540,"3518 16th St APT 2",94114,1995,7,1,525,"Apt","Apartment",NA,NA,NA,"Yes",NA,0
"541",541,541,"351 Grove St APT 4",94102,2695,1,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes",NA,1
"542",542,542,"350 Fremont St",94105,3925,1,1,NA,"Apt","Apartment","In Unit","Forced air","Other","Yes","Both",1
"543",543,543,"3476 18th St APT 26",94110,1495,7,1,NA,"Apt","Apartment",NA,NA,NA,"Yes","Both",1
"544",544,544,"345 Texas St",94107,4200,2,1,3250,"Apt","Apartment",NA,NA,NA,"Yes",NA,1
"545",545,545,"34 Joice St APT 2",94108,2350,1,1,450,"Apt","Apartment",NA,"Forced air",NA,"Yes",NA,1
"546",546,546,"33rd Ave",94116,3200,2,2,1200,"Apt","Apartment","Shared",NA,NA,"Yes","Garage",1
"547",547,547,"338 Potrero Ave #402",94103,3950,1,1,673,"Apt","Multi Family","In Unit","Forced air","Other","No",NA,1
"548",548,548,"3350 21st St # A",94110,3695,1,1,5210,"Apt","Apartment","In Unit","Forced air",NA,"Yes",NA,1
"549",549,549,"3346 Clay St",94118,14995,5,3,2754,"Apt","Multi Family",NA,NA,NA,"Yes",NA,1
"550",550,550,"3340 Taraval St",94116,3795,3,2,NA,"Apt","Multi Family",NA,NA,NA,"Yes","Both",0
"551",551,551,"3322 Buchanan St APT 311",94123,3300,1,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes","27",0
"552",552,552,"3317 Anza St",94121,5800,4,2,1500,"Apt","Apartment",NA,"Forced air",NA,"Yes",NA,0
"553",553,553,"330 Mission Bay Blvd N",94158,4800,2,2,1100,"Apt","Multi Family","In Unit",NA,NA,"No","Garage",0
"554",554,554,"328 Pennsylvania Ave APT 3",94107,3300,2,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes","Both",0
"555",555,555,"3250 Market St APT 5",94114,4750,2,2,1100,"Apt","Apartment",NA,"Forced air",NA,"Yes","Both",1
"556",556,556,"3158 Mission St APT 1",94110,4500,4,1.5,800,"Apt","Apartment",NA,NA,NA,"No",NA,0
"557",557,557,"3035 Baker St",94123,5395,2,2,830,"Apt","Apartment","In Unit",NA,NA,"Yes","Garage",1
"558",558,558,"3026 Clement St",94121,5595,4,3.5,1600,"Apt","Apartment",NA,"Forced air",NA,"Yes","Both",1
"559",559,559,"300 Berry St 1503 300 Berry St # 1503",94158,3600,1,1,732,"Apt","Multi Family",NA,NA,NA,"No",NA,1
"560",560,560,"30 Liberty St",94110,2525,7,1,NA,"Apt","Multi Family",NA,"Wall",NA,"Yes",NA,0
"561",561,561,"29th Ave",94122,1950,1,1,600,"Apt","Multi Family","Shared",NA,NA,"Yes","Both",1
"562",562,562,"2995 22nd St",94110,5000,3,1,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,0
"563",563,563,"2919 Pacheco St",94116,3995,3,2,1356,"Apt","Apartment","Shared",NA,NA,"Yes","Garage",1
"564",564,564,"291 Santos St APT 08",94134,2500,1,1,NA,"Apt","Multi Family",NA,NA,NA,"No",NA,0
"565",565,565,"2900 Turk Blvd",94118,4900,2,2,1600,"Apt","Multi Family",NA,NA,NA,"No",NA,0
"566",566,566,"2844 Harrison Street # Top Floor",94110,6695,5,1.5,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,1
"567",567,567,"283 4th Ave APT 4",94118,2550,1,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes",NA,0
"568",568,568,"2808 Market St",94114,2995,1,1,500,"Apt","Apartment","In Unit","Forced air",NA,"Yes","Garage",0
"569",569,569,"2801 Jackson St APT 304",94115,6000,2,1,1200,"Apt","Apartment","Shared",NA,NA,"Yes","Both",0
"570",570,570,"2801 Greenwich St",94123,7995,5,2,1650,"Apt","Apartment","In Unit",NA,NA,"Yes",NA,0
"571",571,571,"2775 Market St",94114,3995,2,1,NA,"Apt","Multi Family",NA,NA,NA,"No",NA,1
"572",572,572,"2755 Franklin St APT 4",94123,3300,1,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes","Garage",0
"573",573,573,"2750 Mcallister St APT 302",94118,2200,7,1,400,"Apt","Apartment",NA,"Forced air",NA,"Yes","Both",0
"574",574,574,"2703 Laguna St # 1",94123,2450,7,1,NA,"Apt","Apartment",NA,NA,NA,"Yes","Both",1
"575",575,575,"2669 California St APT 1",94115,3000,1,1,850,"Apt","Apartment","Shared","Forced air",NA,"Yes","Both",1
"576",576,576,"2661 California St APT 4",94115,3500,2,1,1000,"Apt","Apartment",NA,NA,NA,"Yes",NA,1
"577",577,577,"2655 Pine St",94115,2650,1,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes","Both",0
"578",578,578,"2652 Harrison St APT 306",94110,3895,1,1.5,NA,"Apt","Apartment","In Unit","Forced air",NA,"Yes","Garage",1
"579",579,579,"2652 Greenwich St # 1",94123,3000,7,1,NA,"Apt","Apartment",NA,"Forced air",NA,"Yes","Both",0
"580",580,580,"2650 Franklin St",94123,2195,7,1,NA,"Apt","Apartment",NA,"Forced air",NA,"Yes","Garage",0
"581",581,581,"265 N Point St",94133,2390,7,1,NA,"Apt","Apartment",NA,"Forced air",NA,"Yes","Both",0
"582",582,582,"2629 Folsom St",94110,2550,1,1,550,"Apt","Apartment","Shared",NA,NA,"Yes","Both",0
"583",583,583,"2626 Great Hwy",94116,3999,2,1,1250,"Apt","Apartment","Shared","Forced air",NA,"Yes","Garage",1
"584",584,584,"2625 Hyde St",94109,5250,4,1,NA,"Apt","Apartment","In Unit",NA,NA,"Yes",NA,1
"585",585,585,"259 Dolores Street # FL 3RD",94103,2850,1,1,600,"Apt","Apartment","Shared",NA,NA,"Yes","Both",0
"586",586,586,"2576 Washington St APT 4",94115,3000,1,1,NA,"Apt","Apartment","Shared","Forced air",NA,"Yes",NA,0
"587",587,587,"257 S Van Ness Ave",94103,6950,7,1,4734,"Apt","Multi Family",NA,"Forced air",NA,"No",NA,1
"588",588,588,"2539 Polk St APT 5",94109,2575,1,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes","Both",0
"589",589,589,"2539 Lombard St",94123,3499,1,1,900,"Apt","Apartment","Shared","Forced air",NA,"Yes","Both",1
"590",590,590,"249 Shipley St APT 9",94107,3800,1,1.5,892,"Apt","Multi Family","In Unit",NA,NA,"No","Garage",1
"591",591,591,"2477 California St",94115,4500,1,1,1100,"Apt","Apartment","Shared","Forced air",NA,"Yes","Both",1
"592",592,592,"2450 Greenwich St # A",94123,2550,7,1,NA,"Apt","Apartment",NA,NA,NA,"Yes","Both",1
"593",593,593,"2433 Polk St APT 4",94109,3900,1,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes",NA,0
"594",594,594,"2425 Buchanan St APT 101",94115,3200,1,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes",NA,1
"595",595,595,"2401 23rd Ave APT 4",94116,2095,1,1,NA,"Apt","Multi Family","Shared",NA,NA,"Yes",NA,1
"596",596,596,"240 Clinton Park # A",94103,2600,1,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes",NA,0
"597",597,597,"240 Chattanooga St",94114,3295,1,1,650,"Apt","Apartment","Shared",NA,NA,"Yes","Both",0
"598",598,598,"2379 20th Ave APT 6",94116,3197,2,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes",NA,1
"599",599,599,"2370 Chestnut St",94123,2450,7,1,NA,"Apt","Multi Family",NA,NA,NA,"No",NA,1
"600",600,600,"237 Miramar Ave",94112,2850,2,1,NA,"Apt","Apartment",NA,"Forced air",NA,"Yes","Both",1
"601",601,601,"2369 Union St APT 4",94123,3495,1,1,700,"Apt","Multi Family",NA,NA,NA,"Yes","Both",0
"602",602,602,"2358 Bryant Street # FL 3RD",94110,3650,1,1,900,"Apt","Apartment","Shared","Forced air",NA,"Yes","Both",1
"603",603,603,"2350 Van Ness Ave",94109,2495,7,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes",NA,0
"604",604,604,"2350 Union St APT 7",94123,4195,2,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes",NA,1
"605",605,605,"235 Berry St APT 518",94158,5995,2,2,NA,"Apt","Multi Family",NA,NA,NA,"Yes",NA,0
"606",606,606,"2342 Franklin St",94123,7195,4,2,1964,"Apt","Apartment","In Unit","Forced air",NA,"Yes","Both",1
"607",607,607,"2341 Union St APT 3",94123,3495,1,1,650,"Apt","Apartment","Shared","Forced air",NA,"Yes","Garage",1
"608",608,608,"2323 Larkin St APT 2",94109,3400,2,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes","Both",1
"609",609,609,"2311 24th Ave # 1",94116,3750,2,2,1300,"Apt","Apartment","In Unit","Forced air",NA,"Yes","Both",0
"610",610,610,"227 Sanchez Street # FL 3RD",94114,2350,7,1,NA,"Apt","Apartment",NA,"Forced air",NA,"Yes",NA,0
"611",611,611,"2266 Washington St APT 8",94115,3900,2,2,NA,"Apt","Multi Family",NA,NA,NA,"No","Both",0
"612",612,612,"2261 Filbert 2261 Filbert",94123,6950,4,2,NA,"Apt","Multi Family",NA,NA,NA,"No",NA,0
"613",613,613,"2240 Bryant St APT 31",94110,2595,1,1,NA,"Apt","Multi Family",NA,NA,NA,"No",NA,0
"614",614,614,"2192 15th St",94114,5995,3,2,1600,"Apt","Apartment","In Unit",NA,NA,"Yes",NA,0
"615",615,615,"2189 Market St APT 5",94114,4500,2,2,990,"Apt","Multi Family",NA,NA,NA,"Yes",NA,1
"616",616,616,"2125 20th Ave # IN",94116,2000,1,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes","Both",1
"617",617,617,"2121 Turk Blvd APT 4",94115,4000,2,1,980,"Apt","Apartment","Shared",NA,NA,"Yes","Garage",0
"618",618,618,"2101 Baker St APT 8",94115,3500,1,1,815,"Apt","Multi Family",NA,NA,NA,"Yes",NA,1
"619",619,619,"2086 Bush St # 5",94115,3800,2,1,800,"Apt","Apartment",NA,NA,NA,"Yes","Both",0
"620",620,620,"2085 Sacramento St",94109,2295,7,1,NA,"Apt","Multi Family","Shared",NA,NA,"Yes",NA,0
"621",621,621,"208 28th St APT 203",94131,5250,2,2,1000,"Apt","Apartment","In Unit",NA,NA,"Yes","Garage",0
"622",622,622,"2060 Sutter St APT 205",94115,4500,2,2,1215,"Apt","Apartment",NA,"Baseboard",NA,"No","Both",0
"623",623,623,"2033 Oak St # B",94117,4900,3,2,1200,"Apt","Multi Family","Shared","Forced air",NA,"Yes",NA,1
"624",624,624,"2025 Stockton St APT 5",94133,2495,1,1,NA,"Apt","Multi Family",NA,NA,NA,"No",NA,1
"625",625,625,"2025 Pine St APT 10",94115,3095,1,1,700,"Apt","Apartment",NA,NA,NA,"Yes","Both",0
"626",626,626,"2025 Balboa St # 1",94121,2850,2,1,868,"Apt","Apartment",NA,"Forced air",NA,"Yes","Both",1
"627",627,627,"2016 California St APT 2",94109,2995,1,1,NA,"Apt","Apartment",NA,NA,NA,"Yes","Both",0
"628",628,628,"2010 Pacific Ave APT 12",94109,8000,3,3,NA,"Apt","Apartment","In Unit","Forced air",NA,"Yes","Garage",0
"629",629,629,"2001 Pierce St APT 64",94115,3100,7,1,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,0
"630",630,630,"200 29th St UNIT 2",94131,4995,2,2.5,1294,"Apt","Multi Family","In Unit",NA,NA,"Yes","2",1
"631",631,631,"20 Natick St # 1A",94131,5185,3,2,1392,"Apt","Apartment","In Unit",NA,NA,"Yes","Both",1
"632",632,632,"2 Mint Plz STE 407",94103,3400,1,1,658,"Apt","Multi Family",NA,"Forced air","Central","No","Both",1
"633",633,633,"2 Crestline Dr APT 4",94131,2495,1,1,NA,"Apt","Apartment",NA,NA,"Central","Yes","Both",1
"634",634,634,"19th Ave",94121,3695,2,1,NA,"Apt","Multi Family","Shared","Radiant","None","Yes","Garage",1
"635",635,635,"1998 Broadway APT 701",94109,4950,2,2,1030,"Apt","Multi Family","Shared",NA,NA,"Yes","Garage",1
"636",636,636,"1980 Washington St",94109,4600,1,1,900,"Apt","Apartment","Shared",NA,NA,"Yes","Garage",1
"637",637,637,"1966 Pacific Ave",94109,6200,2,2,1115,"Apt","Multi Family","In Unit",NA,NA,"Yes","Both",0
"638",638,638,"1951 48th Ave",94116,2900,2,1,2200,"Apt","Apartment",NA,NA,NA,"Yes","Garage",0
"639",639,639,"195 Collingwood St",94114,3250,1,1,NA,"Apt","Apartment",NA,"Forced air",NA,"Yes",NA,1
"640",640,640,"191 Frederick St APT 14",94117,2250,7,1,NA,"Apt","Multi Family","Shared",NA,NA,"Yes",NA,1
"641",641,641,"1887 Hayes St",94117,2695,1,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes",NA,1
"642",642,642,"188 15th Ave",94118,5195,2,2,1600,"Apt","Multi Family",NA,NA,NA,"Yes",NA,0
"643",643,643,"1870 Washington St",94109,2250,7,1,300,"Apt","Multi Family",NA,NA,NA,"No",NA,0
"644",644,644,"1865 Bush St APT 104",94109,3600,2,1.5,NA,"Apt","Multi Family",NA,NA,NA,"Yes",NA,1
"645",645,645,"1862 23rd Ave",94122,4500,2,2,2278,"Apt","Apartment","Shared","Forced air","Other","Yes","Both",1
"646",646,646,"1849 Clay St APT 5",94109,4200,2,1,NA,"Apt","Multi Family",NA,NA,NA,"No",NA,0
"647",647,647,"1845 Gough St",94109,3450,2,1,NA,"Apt","Apartment","Shared","Forced air",NA,"Yes",NA,0
"648",648,648,"1834 Eddy St",94115,2500,1,1,1396,"Apt","Multi Family",NA,NA,NA,"No",NA,0
"649",649,649,"183 Castro St",94114,2995,1,1,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,1
"650",650,650,"1816 Filbert St",94123,2350,1,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes","Both",1
"651",651,651,"1815 Powell St APT 11",94133,1900,7,1,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,0
"652",652,652,"1769 Lombard St # A",94123,2800,1,1,775,"Apt","Apartment",NA,"Forced air",NA,"Yes",NA,1
"653",653,653,"1740 Filbert St # 1ST",94123,3499,2,1,700,"Apt","Apartment",NA,"Forced air",NA,"Yes","Garage",1
"654",654,654,"1740 Beach St APT 16",94123,2600,1,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes","9",0
"655",655,655,"1737 Scott St",94115,3995,2,2,NA,"Apt","Apartment","In Unit","Forced air",NA,"Yes",NA,0
"656",656,656,"1735 Dolores St # A",94110,3000,1,1,300,"Apt","Apartment","Shared",NA,NA,"Yes",NA,0
"657",657,657,"1728 Bryant St # COMMERCIAL",94110,3900,1,1,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,1
"658",658,658,"1700 Beach St APT 304",94123,3000,1,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes","15",0
"659",659,659,"16th Ave",94118,2100,1,1,NA,"Apt","Multi Family","Shared","Radiant","None","Yes","Both",0
"660",660,660,"1695 10th Ave APT 2",94122,2350,1,1,NA,"Apt","Apartment","Shared",NA,"Central","Yes","Both",1
"661",661,661,"1690 Golden Gate Ave APT 03",94115,2975,1,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes",NA,0
"662",662,662,"1681 Union St",94123,4500,2,1,1235,"Apt","Apartment","Shared","Forced air",NA,"Yes","Garage",1
"663",663,663,"168 Hyde St APT 407",94102,1700,7,1,225,"Apt","Apartment","Shared","Forced air",NA,"Yes","Both",1
"664",664,664,"1678 Dolores St",94110,4300,2,1,3100,"Apt","Apartment","In Unit","Forced air",NA,"Yes","Garage",1
"665",665,665,"166 Middlefield Dr # 166",94132,5000,4,3,NA,"Apt","Multi Family",NA,NA,NA,"No",NA,1
"666",666,666,"1645 Golden Gate Ave APT 2",94115,3395,1,1,775,"Apt","Apartment","Shared",NA,NA,"Yes",NA,0
"667",667,667,"1640 Vallejo St APT 2",94123,2845,1,1,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,1
"668",668,668,"1640 Golden Gate Ave # 10",94115,1750,7,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes",NA,0
"669",669,669,"1635 Gough St APT 501",94109,2895,1,1,775,"Apt","Multi Family",NA,NA,NA,"No","Garage",0
"670",670,670,"1633 California St APT 114",94109,2600,1,1,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,1
"671",671,671,"1619 Fulton St",94117,5800,3,1.5,1640,"Apt","Multi Family","In Unit",NA,NA,"No",NA,1
"672",672,672,"1611 Vallejo St APT 402",94123,4000,2,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes",NA,1
"673",673,673,"1608 Cayuga Ave",94112,3195,2,1,1198,"Apt","Apartment",NA,NA,NA,"Yes","Both",1
"674",674,674,"15th StIncomplete address or missing price?Sometimes listing partners send Zillow listings that do not include a full address or price.To get more details on this property",94114,5850,3,1.5,1800,"Apt","Multi Family","In Unit","Forced air","None","Yes","Garage",0
"675",675,675,"1588 Stillwell Rd APT F",94129,3775,3,1,840,"Apt","Apartment","In Unit","Forced air",NA,"Yes","Both",1
"676",676,676,"1580 Lombard St APT 1",94123,3950,2,1,725,"Apt","Multi Family",NA,NA,NA,"Yes","Garage",0
"677",677,677,"1580 Beach St APT 104",94123,3995,1,1,1000,"Apt","Apartment",NA,NA,NA,"Yes","Garage",0
"678",678,678,"1573 48th Ave APT 6",94122,2750,2,1,840,"Apt","Apartment","Shared",NA,NA,"Yes","Garage",1
"679",679,679,"1531 Francisco St",94123,2495,7,1,600,"Apt","Apartment",NA,NA,NA,"Yes","Both",0
"680",680,680,"1530 Pershing Dr APT A",94129,3385,2,1,835,"Apt","Apartment","In Unit",NA,NA,"Yes","Both",1
"681",681,681,"1530 Irving St APT 1",94122,2395,1,1,NA,"Apt","Multi Family","Shared",NA,NA,"Yes",NA,1
"682",682,682,"1530 Gough St APT 405",94109,2400,7,1,600,"Apt","Multi Family",NA,NA,NA,"No",NA,0
"683",683,683,"1530 Dolores St APT 2",94110,4950,3,1,NA,"Apt","Apartment","In Unit","Forced air",NA,"Yes",NA,1
"684",684,684,"1522 46th Ave # STUDIO",94122,2000,7,1,350,"Apt","Multi Family","Shared",NA,NA,"No",NA,1
"685",685,685,"1512 Great Hwy # 1",94122,2350,1,1,600,"Apt","Apartment","Shared","Forced air",NA,"Yes",NA,1
"686",686,686,"1499 Union St APT 05",94109,2975,1,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes",NA,0
