"","X.1","X","Address","Zip","Rent","Beds","Ba","Area","Bldg","Type","Laundry","Heating","Cooling","Pets","Parking","test"
"265",528,528,244,94121,3100,2,1,1000,"Apt","Apartment","Shared",NA,NA,"Yes","Garage",0
"266",529,529,243,94123,3400,1,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes","Garage",0
"267",530,530,242,94123,3800,2,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes","15",0
"268",532,532,240,94110,3800,2,1,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,0
"269",538,538,234,94114,2300,7,1,500,"Apt","Apartment","Shared",NA,NA,"Yes",NA,0
"270",539,539,233,94110,3095,1,1,NA,"Apt","Multi Family","Shared",NA,NA,"Yes","Both",0
"271",540,540,232,94114,1995,7,1,525,"Apt","Apartment",NA,NA,NA,"Yes",NA,0
"272",542,542,230,94105,3925,1,1,NA,"Apt","Apartment","In Unit","Forced air","Other","Yes","Both",0
"273",554,554,218,94107,3300,2,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes","Both",0
"274",555,555,217,94114,4750,2,2,1100,"Apt","Apartment",NA,"Forced air",NA,"Yes","Both",0
"275",557,557,215,94123,5395,2,2,830,"Apt","Apartment","In Unit",NA,NA,"Yes","Garage",0
"276",558,558,214,94121,5595,4,3.5,1600,"Apt","Apartment",NA,"Forced air",NA,"Yes","Both",0
"277",559,559,213,94158,3600,1,1,732,"Apt","Multi Family",NA,NA,NA,"No",NA,0
"278",560,560,212,94110,2525,7,1,NA,"Apt","Multi Family",NA,"Wall",NA,"Yes",NA,0
"279",563,563,209,94116,3995,3,2,1356,"Apt","Apartment","Shared",NA,NA,"Yes","Garage",0
"280",567,567,205,94118,2550,1,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes",NA,0
"281",569,569,203,94115,6000,2,1,1200,"Apt","Apartment","Shared",NA,NA,"Yes","Both",0
"282",571,571,201,94114,3995,2,1,NA,"Apt","Multi Family",NA,NA,NA,"No",NA,0
"283",572,572,200,94123,3300,1,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes","Garage",0
"284",574,574,198,94123,2450,7,1,NA,"Apt","Apartment",NA,NA,NA,"Yes","Both",0
"285",576,576,196,94115,3500,2,1,1000,"Apt","Apartment",NA,NA,NA,"Yes",NA,0
"286",581,581,191,94133,2390,7,1,NA,"Apt","Apartment",NA,"Forced air",NA,"Yes","Both",0
"287",582,582,190,94110,2550,1,1,550,"Apt","Apartment","Shared",NA,NA,"Yes","Both",0
"288",584,584,188,94109,5250,4,1,NA,"Apt","Apartment","In Unit",NA,NA,"Yes",NA,0
"289",585,585,187,94103,2850,1,1,600,"Apt","Apartment","Shared",NA,NA,"Yes","Both",0
"290",590,590,182,94107,3800,1,1.5,892,"Apt","Multi Family","In Unit",NA,NA,"No","Garage",0
"291",592,592,180,94123,2550,7,1,NA,"Apt","Apartment",NA,NA,NA,"Yes","Both",0
"292",595,595,177,94116,2095,1,1,NA,"Apt","Multi Family","Shared",NA,NA,"Yes",NA,0
"293",597,597,175,94114,3295,1,1,650,"Apt","Apartment","Shared",NA,NA,"Yes","Both",0
"294",601,601,171,94123,3495,1,1,700,"Apt","Multi Family",NA,NA,NA,"Yes","Both",0
"295",602,602,170,94110,3650,1,1,900,"Apt","Apartment","Shared","Forced air",NA,"Yes","Both",0
"296",604,604,168,94123,4195,2,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes",NA,0
"297",605,605,167,94158,5995,2,2,NA,"Apt","Multi Family",NA,NA,NA,"Yes",NA,0
"298",606,606,166,94123,7195,4,2,1964,"Apt","Apartment","In Unit","Forced air",NA,"Yes","Both",0
"299",610,610,162,94114,2350,7,1,NA,"Apt","Apartment",NA,"Forced air",NA,"Yes",NA,0
"300",611,611,161,94115,3900,2,2,NA,"Apt","Multi Family",NA,NA,NA,"No","Both",0
"301",612,612,160,94123,6950,4,2,NA,"Apt","Multi Family",NA,NA,NA,"No",NA,0
"302",614,614,158,94114,5995,3,2,1600,"Apt","Apartment","In Unit",NA,NA,"Yes",NA,0
"303",616,616,156,94116,2000,1,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes","Both",0
"304",617,617,155,94115,4000,2,1,980,"Apt","Apartment","Shared",NA,NA,"Yes","Garage",0
"305",620,620,152,94109,2295,7,1,NA,"Apt","Multi Family","Shared",NA,NA,"Yes",NA,0
"306",621,621,151,94131,5250,2,2,1000,"Apt","Apartment","In Unit",NA,NA,"Yes","Garage",0
"307",622,622,150,94115,4500,2,2,1215,"Apt","Apartment",NA,"Baseboard",NA,"No","Both",0
"308",623,623,149,94117,4900,3,2,1200,"Apt","Multi Family","Shared","Forced air",NA,"Yes",NA,0
"309",627,627,145,94109,2995,1,1,NA,"Apt","Apartment",NA,NA,NA,"Yes","Both",0
"310",629,629,143,94115,3100,7,1,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,0
"311",630,630,142,94131,4995,2,2.5,1294,"Apt","Multi Family","In Unit",NA,NA,"Yes","2",0
"312",631,631,141,94131,5185,3,2,1392,"Apt","Apartment","In Unit",NA,NA,"Yes","Both",0
"313",632,632,140,94103,3400,1,1,658,"Apt","Multi Family",NA,"Forced air","Central","No","Both",0
"314",633,633,139,94131,2495,1,1,NA,"Apt","Apartment",NA,NA,"Central","Yes","Both",0
"315",636,636,136,94109,4600,1,1,900,"Apt","Apartment","Shared",NA,NA,"Yes","Garage",0
"316",637,637,135,94109,6200,2,2,1115,"Apt","Multi Family","In Unit",NA,NA,"Yes","Both",0
"317",639,639,133,94114,3250,1,1,NA,"Apt","Apartment",NA,"Forced air",NA,"Yes",NA,0
"318",640,640,132,94117,2250,7,1,NA,"Apt","Multi Family","Shared",NA,NA,"Yes",NA,0
"319",641,641,131,94117,2695,1,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes",NA,0
"320",643,643,129,94109,2250,7,1,300,"Apt","Multi Family",NA,NA,NA,"No",NA,0
"321",646,646,126,94109,4200,2,1,NA,"Apt","Multi Family",NA,NA,NA,"No",NA,0
"322",647,647,125,94109,3450,2,1,NA,"Apt","Apartment","Shared","Forced air",NA,"Yes",NA,0
"323",649,649,123,94114,2995,1,1,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,0
"324",651,651,121,94133,1900,7,1,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,0
"325",652,652,120,94123,2800,1,1,775,"Apt","Apartment",NA,"Forced air",NA,"Yes",NA,0
"326",654,654,118,94123,2600,1,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes","9",0
"327",655,655,117,94115,3995,2,2,NA,"Apt","Apartment","In Unit","Forced air",NA,"Yes",NA,0
"328",659,659,113,94118,2100,1,1,NA,"Apt","Multi Family","Shared","Radiant","None","Yes","Both",0
"329",660,660,112,94122,2350,1,1,NA,"Apt","Apartment","Shared",NA,"Central","Yes","Both",0
"330",661,661,111,94115,2975,1,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes",NA,0
"331",669,669,103,94109,2895,1,1,775,"Apt","Multi Family",NA,NA,NA,"No","Garage",0
"332",672,672,100,94123,4000,2,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes",NA,0
"333",673,673,99,94112,3195,2,1,1198,"Apt","Apartment",NA,NA,NA,"Yes","Both",0
"334",677,677,95,94123,3995,1,1,1000,"Apt","Apartment",NA,NA,NA,"Yes","Garage",0
"335",678,678,94,94122,2750,2,1,840,"Apt","Apartment","Shared",NA,NA,"Yes","Garage",0
"336",680,680,92,94129,3385,2,1,835,"Apt","Apartment","In Unit",NA,NA,"Yes","Both",0
"337",682,682,90,94109,2400,7,1,600,"Apt","Multi Family",NA,NA,NA,"No",NA,0
"338",683,683,89,94110,4950,3,1,NA,"Apt","Apartment","In Unit","Forced air",NA,"Yes",NA,0
"339",684,684,88,94122,2000,7,1,350,"Apt","Multi Family","Shared",NA,NA,"No",NA,0
"340",686,686,86,94109,2975,1,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes",NA,0
"341",688,688,84,94103,3995,2,2,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,0
"342",689,689,83,94107,6000,3,2,1516,"Apt","Multi Family",NA,NA,NA,"Yes",NA,0
"343",690,690,82,94127,5995,3,2,1700,"Apt","Apartment","In Unit",NA,NA,"Yes","Garage",0
"344",693,693,79,94122,4600,3,1,1500,"Apt","Apartment","Shared","Forced air",NA,"Yes","Both",0
"345",694,694,78,94122,3888,2,2,1400,"Apt","Apartment","In Unit","Forced air",NA,"Yes","Both",0
"346",696,696,76,94118,3995,3,2,825,"Apt","Apartment",NA,"Forced air",NA,"Yes","Both",0
"347",697,697,75,94122,4000,2,2,NA,"Apt","Apartment",NA,"Forced air",NA,"Yes","Both",0
"348",698,698,74,94117,2895,1,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes",NA,0
"349",699,699,73,94109,4850,2,1,1396,"Apt","Multi Family","In Unit","Forced air",NA,"No","Garage",0
"350",701,701,71,94109,2195,7,1,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,0
"351",704,704,68,94109,3595,2,1,NA,"Apt","Apartment","Shared","Forced air",NA,"Yes","Both",0
"352",705,705,67,94109,2850,1,1,490,"Apt","Apartment",NA,NA,NA,"Yes","Garage",0
"353",706,706,66,94122,3300,3,1,2279,"Apt","Apartment","Shared",NA,NA,"Yes","Both",0
"354",708,708,64,94110,2950,2,2,NA,"Apt","Apartment","In Unit",NA,NA,"Yes","Garage",0
"355",712,712,60,94127,5880,5,3,1650,"Apt","Apartment","In Unit","Forced air",NA,"Yes","Both",0
"356",714,714,58,94103,2995,2,1,NA,"Apt","Multi Family",NA,NA,NA,"No",NA,0
"357",715,715,57,94123,3600,1,1,567,"Apt","Apartment","Shared","Forced air","Other","Yes","Garage",0
"358",717,717,55,94109,2100,7,1,NA,"Apt","Apartment",NA,"Forced air",NA,"Yes",NA,0
"359",718,718,54,94109,12000,6,3,1635,"Apt","Apartment","In Unit","Forced air","Central","No","Both",0
"360",721,721,51,94122,2700,7,1,NA,"Apt","Apartment",NA,"Forced air",NA,"Yes","Both",0
"361",725,725,47,94109,7000,7,1,NA,"Apt","Apartment","Shared",NA,NA,"No",NA,0
"362",727,727,45,94103,5000,2,2.5,1540,"Apt","Multi Family","In Unit","Forced air",NA,"No","Garage",0
"363",730,730,42,94103,2995,1,1,NA,"Apt","Multi Family",NA,NA,NA,"No",NA,0
"364",731,731,41,94123,3995,2,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes","Garage",0
"365",733,733,39,94118,4000,2,2,1000,"Apt","Multi Family","Shared","Forced air","Central","Yes",NA,0
"366",734,734,38,94117,2995,7,1,NA,"Apt","Multi Family",NA,NA,NA,"No",NA,0
"367",736,736,36,94108,5500,2,2.5,1399,"Apt","Multi Family",NA,NA,NA,"No",NA,0
"368",738,738,34,94117,2240,1,1,700,"Apt","Apartment","Shared","Forced air",NA,"Yes","Both",0
"369",739,739,33,94103,3400,1,1,660,"Apt","Multi Family",NA,NA,NA,"No","1",0
"370",744,744,28,94109,1800,7,1,NA,"Apt","Apartment",NA,"Forced air",NA,"Yes",NA,0
"371",747,747,25,94109,1695,7,1,350,"Apt","Apartment","Shared","Forced air",NA,"Yes",NA,0
"372",755,755,17,94110,4395,3,2,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,0
"373",757,757,15,94109,2995,1,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes",NA,0
"374",761,761,10,94134,3650,3,2,800,"Apt","Apartment",NA,NA,NA,"Yes",NA,0
"375",762,762,11,94134,3500,3,2,1100,"Apt","Apartment","Shared",NA,NA,"Yes",NA,0
"376",764,764,8,94133,3200,1,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes",NA,0
"377",765,765,7,94108,2795,1,1,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,0
"378",767,767,5,94103,1699,1,1,420,"Apt","Multi Family",NA,NA,NA,"No",NA,0
"379",768,768,4,94105,5850,2,2,NA,"Apt","Multi Family",NA,NA,NA,"No",NA,0
"380",769,769,3,94105,3500,1,1,498,"Apt","Multi Family",NA,NA,NA,"No","Garage",0
"381",771,771,1,94107,4800,2,1.5,1361,"Apt","Multi Family","In Unit","Forced air","Other","No","Garage",0
"382",772,772,NA,94123,3095,1,1,600,"Apt","Multi Family","Shared",NA,"None","Yes","Garage",0
"383",773,773,NA,94133,4900,1,1,1035,"Apt","Multi Family","Shared","Radiant","None","Yes","Garage",0
